objectid,hab_code,hab_type,mega_id,mega,ind_id,ind,sed_id,sed,mes_mac_id,mes_mac,mod_id,mod,hab_desc,shape_area
1,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),883.204383106
2,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),1403.00376448
3,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),1766.51203339
4,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),1031.08847573
5,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),476.199011469
6,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),18226.8248960
7,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2386.15515127
8,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),40113.8266509
9,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),14530.8077658
10,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),8496.75194038
11,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),41299.1040865
12,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5655.32766207
13,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5536.85041295
14,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),12176.0140376
15,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5285.05178785
16,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),124591.750541
17,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),34921.4977119
18,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2096.14476547
19,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),4345.51680408
20,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5018.17411999
21,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),14190.8365778
22,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),3720.79931900
23,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),4359.04884954
24,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),9338.04090133
25,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),9715.18508602
26,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),1173.77513164
27,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5039.55704873
28,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5295.15578718
29,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5675.58699647
30,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2134.87980409
31,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),10334.2845489
32,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2190.90896239
33,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),1409.58141531
34,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),7088.94419309
35,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),23608.6730870
36,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2173.70007560
37,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),10397.7496471
38,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2681.04279851
39,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),1348.92762755
40,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2254.56736318
41,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2574.93238784
42,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5454.84292276
43,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),1378.36174581
44,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),770.858476627
45,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),4603.02645603
46,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2054.14456911
47,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),2127.99215274
48,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),298.329583198
49,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),921.720476630
50,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),391.281908247
51,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),3232.97779282
52,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),3097.03501616
53,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),74482.9697979
54,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),789934.066648
55,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),42570.1042364
56,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),717769.238020
57,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),5648.57788053
58,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,354.162592054
59,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,343.818333469
60,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,44.2987077060
61,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,106.791306269
62,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1349.17188142
63,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,358.701637769
64,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,372.262309107
65,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",3492.35565874
66,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",4392.78403818
67,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",3622.73578787
68,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",6598.30215529
69,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",943.949787047
70,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,317.617031448
71,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,455.624285875
72,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,782.171694920
73,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",11423996.8998
74,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,509.569474643
75,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",6428.65648927
76,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,149650.664066
77,Shd_c/d/f,Fractured sedimentary rock,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d/f,consolidated/differentially eroded/fractured,"Faulted, fractured, differentially eroded, and deformed sedimentary bedrock on continental shelf",51951.0011127
78,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,99656.7640952
79,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,143917.818049
80,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,2514.91841227
81,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,985.017549161
82,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,758.395253566
83,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,309.969119454
84,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,658157.555617
85,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,3439.89512626
86,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,31150.2292120
87,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,5320.93616094
88,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,75456.8930723
89,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,905.030865829
90,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,27674.2883039
91,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,5968.48723968
92,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1742.29405923
93,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",82301.4256343
94,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,312.142057592
95,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,20515.4560700
96,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,165.571307700
97,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,6044.28469746
98,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,504.682340644
99,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1764574.42252
100,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1051.03148424
101,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,422.052176604
102,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1115.27053832
103,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,249.666493751
104,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1396.57593974
105,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,81674.5750621
106,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,372771.127926
107,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,856.925797220
108,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,172.277601803
109,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,2959.43845081
110,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,706522.777251
111,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",668.662045803
112,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",2022.73111377
113,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",194.236287721
114,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",16307.9710445
115,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",668.661597503
116,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,3594.12707576
